snippet,snippet_baku,tokens,stemmed_tokens,sentiment_label
pelayanan baik ramah sampe tengah malam waktunya mereka tutup bukannya diusir malah ditungguin akhirnya kita sadar diri kalo ga 24 jam kirain awalnya 24 jam kebetulan pulang nonton mampir tuk makan toilet bersih mantul kfc a yani mas mas parkiran santai cara ngomongnya oke pkonya,pelayanan baik ramah sampe tengah malam waktunya mereka tutup bukannya diusir malah ditungguin akhirnya kita sadar diri kalo tidak 24 jam kirain awalnya 24 jam kebetulan pulang nonton mampir tuk makan toilet bersih mantul kfc a yani mas mas parkiran santai cara ngomongnya oke pkonya,"['pelayanan', 'baik', 'ramah', 'sampe', 'tengah', 'malam', 'waktunya', 'mereka', 'tutup', 'bukannya', 'diusir', 'malah', 'ditungguin', 'akhirnya', 'kita', 'sadar', 'diri', 'kalo', 'tidak', '24', 'jam', 'kirain', 'awalnya', '24', 'jam', 'kebetulan', 'pulang', 'nonton', 'mampir', 'tuk', 'makan', 'toilet', 'bersih', 'mantul', 'kfc', 'a', 'yani', 'mas', 'mas', 'parkiran', 'santai', 'cara', 'ngomongnya', 'oke', 'pkonya']","['layan', 'baik', 'ramah', 'sampe', 'tengah', 'malam', 'waktu', 'mereka', 'tutup', 'bukan', 'usir', 'malah', 'ditungguin', 'akhir', 'kita', 'sadar', 'diri', 'kalo', 'tidak', '24', 'jam', 'kirain', 'awal', '24', 'jam', 'betul', 'pulang', 'nonton', 'mampir', 'tuk', 'makan', 'toilet', 'bersih', 'mantul', 'kfc', 'a', 'yani', 'mas', 'mas', 'parkir', 'santai', 'cara', 'ngomongnya', 'oke', 'pkonya']",positif
makan pelayanan cepat rasa makanan enak harga pas,makan pelayanan cepat rasa makanan enak harga pas,"['makan', 'pelayanan', 'cepat', 'rasa', 'makanan', 'enak', 'harga', 'pas']","['makan', 'layan', 'cepat', 'rasa', 'makan', 'enak', 'harga', 'pas']",positif
recommended,recommended,['recommended'],['recommended'],netral
katanya buka jam 7 pagi tapi zonk masih tutup buka jam 7 lebih masih belum ready menu2 dalam panas bgt luar banyak lalat,katanya buka jam 7 pagi tapi zonk masih tutup buka jam 7 lebih masih belum ready menu2 dalam panas sekali luar banyak lalat,"['katanya', 'buka', 'jam', '7', 'pagi', 'tapi', 'zonk', 'masih', 'tutup', 'buka', 'jam', '7', 'lebih', 'masih', 'belum', 'ready', 'menu2', 'dalam', 'panas', 'sekali', 'luar', 'banyak', 'lalat']","['kata', 'buka', 'jam', '7', 'pagi', 'tapi', 'zonk', 'masih', 'tutup', 'buka', 'jam', '7', 'lebih', 'masih', 'belum', 'ready', 'menu2', 'dalam', 'panas', 'sekali', 'luar', 'banyak', 'lalat']",negatif
pegawainya slow banget kurang inisiatif,pegawainya lambat sekali kurang inisiatif,"['pegawainya', 'lambat', 'sekali', 'kurang', 'inisiatif']","['pegawai', 'lambat', 'sekali', 'kurang', 'inisiatif']",negatif
lokasinya jl ahmad yani dekat dbl arena rasa ayam kfc ga perlu diragukan lagi hari kita nyobain menu spesial ramadhan kfc pake bumbu rendang aku rasa bumbun rendangnya strong banget haru pake nasi biar lebih balanced minumnya avocado float cukup enak jellyjelly didalamnya rasa avocadonya berasa,lokasinya jl ahmad yani dekat dbl arena rasa ayam kfc tidak perlu diragukan lagi hari kita nyobain menu spesial ramadhan kfc pake bumbu rendang aku rasa bumbun rendangnya strong sekali haru pake nasi biar lebih balanced minumnya avocado float cukup enak jellyjelly didalamnya rasa avocadonya berasa,"['lokasinya', 'jl', 'ahmad', 'yani', 'dekat', 'dbl', 'arena', 'rasa', 'ayam', 'kfc', 'tidak', 'perlu', 'diragukan', 'lagi', 'hari', 'kita', 'nyobain', 'menu', 'spesial', 'ramadhan', 'kfc', 'pake', 'bumbu', 'rendang', 'aku', 'rasa', 'bumbun', 'rendangnya', 'strong', 'sekali', 'haru', 'pake', 'nasi', 'biar', 'lebih', 'balanced', 'minumnya', 'avocado', 'float', 'cukup', 'enak', 'jellyjelly', 'didalamnya', 'rasa', 'avocadonya', 'berasa']","['lokasi', 'jl', 'ahmad', 'yani', 'dekat', 'dbl', 'arena', 'rasa', 'ayam', 'kfc', 'tidak', 'perlu', 'ragu', 'lagi', 'hari', 'kita', 'nyobain', 'menu', 'spesial', 'ramadhan', 'kfc', 'pake', 'bumbu', 'rendang', 'aku', 'rasa', 'bumbun', 'rendang', 'strong', 'sekali', 'haru', 'pake', 'nasi', 'biar', 'lebih', 'balanced', 'minum', 'avocado', 'float', 'cukup', 'enak', 'jellyjelly', 'dalam', 'rasa', 'avocadonya', 'asa']",positif
kfc ayani melayani 24jamm asik dibuat nongkrong mejanya banyak tp luar kalo indoor itu mejanya sedikit menunyaa sama sihh dengan kfc lain sama pesennya tetap super besar 1 pas dikantong soalnya harganya,kfc ayani melayani 24jamm asik dibuat nongkrong mejanya banyak tapi luar kalo di dalam itu mejanya sedikit menunyaa sama sihh dengan kfc lain sama pesennya tetap super besar 1 pas dikantong soalnya harganya,"['kfc', 'ayani', 'melayani', '24jamm', 'asik', 'dibuat', 'nongkrong', 'mejanya', 'banyak', 'tapi', 'luar', 'kalo', 'di', 'dalam', 'itu', 'mejanya', 'sedikit', 'menunyaa', 'sama', 'sihh', 'dengan', 'kfc', 'lain', 'sama', 'pesennya', 'tetap', 'super', 'besar', '1', 'pas', 'dikantong', 'soalnya', 'harganya']","['kfc', 'ayan', 'layan', '24jamm', 'asik', 'buat', 'nongkrong', 'meja', 'banyak', 'tapi', 'luar', 'kalo', 'di', 'dalam', 'itu', 'meja', 'sedikit', 'menunyaa', 'sama', 'sihh', 'dengan', 'kfc', 'lain', 'sama', 'sen', 'tetap', 'super', 'besar', '1', 'pas', 'kantong', 'soal', 'harga']",positif
pernah makan disini udah lunayan malam tapi tetap saja masih rame,pernah makan disini udah lunayan malam tapi tetap saja masih rame,"['pernah', 'makan', 'disini', 'udah', 'lunayan', 'malam', 'tapi', 'tetap', 'saja', 'masih', 'rame']","['pernah', 'makan', 'sini', 'udah', 'lunayan', 'malam', 'tapi', 'tetap', 'saja', 'masih', 'rame']",positif
melayani drive thru,melayani drive thru,"['melayani', 'drive', 'thru']","['layan', 'drive', 'thru']",netral
biaya parkir jangan lupa,biaya parkir jangan lupa,"['biaya', 'parkir', 'jangan', 'lupa']","['biaya', 'parkir', 'jangan', 'lupa']",netral
lokasinya cukup strategis jalan raya ahmad yani disebelah hokben excelso pelayanan disini super ramah sekali suka bangetttt ramah sopan,lokasinya cukup strategis jalan raya ahmad yani disebelah hokben excelso pelayanan disini super ramah sekali suka bangetttt ramah sopan,"['lokasinya', 'cukup', 'strategis', 'jalan', 'raya', 'ahmad', 'yani', 'disebelah', 'hokben', 'excelso', 'pelayanan', 'disini', 'super', 'ramah', 'sekali', 'suka', 'bangetttt', 'ramah', 'sopan']","['lokasi', 'cukup', 'strategis', 'jalan', 'raya', 'ahmad', 'yani', 'belah', 'hokben', 'excelso', 'layan', 'sini', 'super', 'ramah', 'sekali', 'suka', 'bangetttt', 'ramah', 'sopan']",positif
kfc merupakan salah satu restaurant cepat saji fast food indonesia berkecimpung dalam masakan ayam gorengayamayam beerbeda dengan masakan ayam goreng masakan restaurant lainhal terjadi ayam bumbubumbu dipadukan ke ayam kfc tercipta 11 bumbu rahasia diciptakan oleh colonel harland sanderssejarah colonel harland sanders,kfc merupakan salah satu restaurant cepat saji fast food indonesia berkecimpung dalam masakan ayam gorengayamayam beerbeda dengan masakan ayam goreng masakan restaurant lainhal terjadi ayam bumbubumbu dipadukan ke ayam kfc tercipta 11 bumbu rahasia diciptakan oleh colonel harland sanderssejarah colonel harland sanders,"['kfc', 'merupakan', 'salah', 'satu', 'restaurant', 'cepat', 'saji', 'fast', 'food', 'indonesia', 'berkecimpung', 'dalam', 'masakan', 'ayam', 'gorengayamayam', 'beerbeda', 'dengan', 'masakan', 'ayam', 'goreng', 'masakan', 'restaurant', 'lainhal', 'terjadi', 'ayam', 'bumbubumbu', 'dipadukan', 'ke', 'ayam', 'kfc', 'tercipta', '11', 'bumbu', 'rahasia', 'diciptakan', 'oleh', 'colonel', 'harland', 'sanderssejarah', 'colonel', 'harland', 'sanders']","['kfc', 'rupa', 'salah', 'satu', 'restaurant', 'cepat', 'saji', 'fast', 'food', 'indonesia', 'kecimpung', 'dalam', 'masakan', 'ayam', 'gorengayamayam', 'beerbeda', 'dengan', 'masakan', 'ayam', 'goreng', 'masakan', 'restaurant', 'lainhal', 'jadi', 'ayam', 'bumbubumbu', 'padu', 'ke', 'ayam', 'kfc', 'cipta', '11', 'bumbu', 'rahasia', 'cipta', 'oleh', 'colonel', 'harland', 'sanderssejarah', 'colonel', 'harland', 'sanders']",positif
beli super besar 4 1porsi ayam keras burger beda jauh kentang keras beda banget sama royal plaza,beli super besar 4 1porsi ayam keras burger beda jauh kentang keras beda sekali sama royal plaza,"['beli', 'super', 'besar', '4', '1porsi', 'ayam', 'keras', 'burger', 'beda', 'jauh', 'kentang', 'keras', 'beda', 'sekali', 'sama', 'royal', 'plaza']","['beli', 'super', 'besar', '4', '1porsi', 'ayam', 'keras', 'burger', 'beda', 'jauh', 'kentang', 'keras', 'beda', 'sekali', 'sama', 'royal', 'plaza']",negatif
royal ayam juicy parah kentang ngga keras samsek,royal ayam juicy parah kentang tidak keras samsek,"['royal', 'ayam', 'juicy', 'parah', 'kentang', 'tidak', 'keras', 'samsek']","['royal', 'ayam', 'juicy', 'parah', 'kentang', 'tidak', 'keras', 'samsek']",negatif
ac a yani pun sama sekali ngga kerasa ngga beda jauh sama outdoor entah lagi hemat listrik atau gimana,ac a yani pun sama sekali tidak kerasa tidak beda jauh sama di luar entah lagi hemat listrik atau gimana,"['ac', 'a', 'yani', 'pun', 'sama', 'sekali', 'tidak', 'kerasa', 'tidak', 'beda', 'jauh', 'sama', 'di', 'luar', 'entah', 'lagi', 'hemat', 'listrik', 'atau', 'gimana']","['ac', 'a', 'yani', 'pun', 'sama', 'sekali', 'tidak', 'rasa', 'tidak', 'beda', 'jauh', 'sama', 'di', 'luar', 'entah', 'lagi', 'hemat', 'listrik', 'atau', 'gimana']",negatif
tempatnya enak nongkrong area parkirnya luas secure sayangnya wifinya tdk bisa digunakan banyak colokan tersedia antriannya selalu ramai panjang harap bersabar jika mau memesan menu dijual terjangkau,tempatnya enak nongkrong area parkirnya luas secure sayangnya wifinya tidak bisa digunakan banyak colokan tersedia antriannya selalu ramai panjang harap bersabar jika mau memesan menu dijual terjangkau,"['tempatnya', 'enak', 'nongkrong', 'area', 'parkirnya', 'luas', 'secure', 'sayangnya', 'wifinya', 'tidak', 'bisa', 'digunakan', 'banyak', 'colokan', 'tersedia', 'antriannya', 'selalu', 'ramai', 'panjang', 'harap', 'bersabar', 'jika', 'mau', 'memesan', 'menu', 'dijual', 'terjangkau']","['tempat', 'enak', 'nongkrong', 'area', 'parkir', 'luas', 'secure', 'sayang', 'wifinya', 'tidak', 'bisa', 'guna', 'banyak', 'colok', 'sedia', 'antri', 'selalu', 'ramai', 'panjang', 'harap', 'sabar', 'jika', 'mau', 'mes', 'menu', 'jual', 'jangkau']",positif
makanannya seperti pada umumnya cuman pelayanannya lamaa banget gak gercep sama sekali,makanannya seperti pada umumnya cuman pelayanannya lamaa sekali tidak gercep sama sekali,"['makanannya', 'seperti', 'pada', 'umumnya', 'cuman', 'pelayanannya', 'lamaa', 'sekali', 'tidak', 'gercep', 'sama', 'sekali']","['makan', 'seperti', 'pada', 'umum', 'cuman', 'layan', 'lamaa', 'sekali', 'tidak', 'gercep', 'sama', 'sekali']",negatif
menu kurang disuruh nunggu nanti ambil lagi ke kasir kirain bakal d siapin ternyat pas dateng nunggu lagi sedihh bangettt pelayanan lammmaaaa nunggu bisa sejamm,menu kurang disuruh nunggu nanti ambil lagi ke kasir kirain bakal d siapin ternyat pas dateng nunggu lagi sedihh bangettt pelayanan lammmaaaa nunggu bisa sejamm,"['menu', 'kurang', 'disuruh', 'nunggu', 'nanti', 'ambil', 'lagi', 'ke', 'kasir', 'kirain', 'bakal', 'd', 'siapin', 'ternyat', 'pas', 'dateng', 'nunggu', 'lagi', 'sedihh', 'bangettt', 'pelayanan', 'lammmaaaa', 'nunggu', 'bisa', 'sejamm']","['menu', 'kurang', 'suruh', 'nunggu', 'nanti', 'ambil', 'lagi', 'ke', 'kasir', 'kirain', 'bakal', 'd', 'siapin', 'ternyat', 'pas', 'dateng', 'nunggu', 'lagi', 'sedihh', 'bangettt', 'layan', 'lammmaaaa', 'nunggu', 'bisa', 'sejamm']",negatif
parkir mobil motor tertata rapi bersih rapi sama sekali berserakan antrean teratur saling berdesakan pelayanan ramah murah senyum terdapat arena permainan sehingga cocok anakanak sambil nunggu antrean pesanan gratis pula tempatnya strategis jadinya rame pengunjung deh,parkir mobil motor tertata rapi bersih rapi sama sekali berserakan antrean teratur saling berdesakan pelayanan ramah murah senyum terdapat arena permainan sehingga cocok anakanak sambil nunggu antrean pesanan gratis pula tempatnya strategis jadinya rame pengunjung deh,"['parkir', 'mobil', 'motor', 'tertata', 'rapi', 'bersih', 'rapi', 'sama', 'sekali', 'berserakan', 'antrean', 'teratur', 'saling', 'berdesakan', 'pelayanan', 'ramah', 'murah', 'senyum', 'terdapat', 'arena', 'permainan', 'sehingga', 'cocok', 'anakanak', 'sambil', 'nunggu', 'antrean', 'pesanan', 'gratis', 'pula', 'tempatnya', 'strategis', 'jadinya', 'rame', 'pengunjung', 'deh']","['parkir', 'mobil', 'motor', 'tata', 'rapi', 'bersih', 'rapi', 'sama', 'sekali', 'sera', 'antre', 'atur', 'saling', 'desa', 'layan', 'ramah', 'murah', 'senyum', 'dapat', 'arena', 'main', 'sehingga', 'cocok', 'anakanak', 'sambil', 'nunggu', 'antre', 'pesan', 'gratis', 'pula', 'tempat', 'strategis', 'jadi', 'rame', 'unjung', 'deh']",positif
tenpat duduk indoornya terlalu sedikit sedangkan diluar banyak asap rokok harus ngantri duduk dalam saat malam hari,tenpat duduk indoornya terlalu sedikit sedangkan diluar banyak asap rokok harus antre duduk dalam saat malam hari,"['tenpat', 'duduk', 'indoornya', 'terlalu', 'sedikit', 'sedangkan', 'diluar', 'banyak', 'asap', 'rokok', 'harus', 'antre', 'duduk', 'dalam', 'saat', 'malam', 'hari']","['tenpat', 'duduk', 'indoornya', 'terlalu', 'sedikit', 'sedang', 'luar', 'banyak', 'asap', 'rokok', 'harus', 'antre', 'duduk', 'dalam', 'saat', 'malam', 'hari']",positif
makan sangat jarang sepi mungkin lokasinya sangat strategis tepat jalan a yani parkir mobil luas bikin nyaman parkir duduk pun banyak enak rame rame sini playground anak anak,makan sangat jarang sepi mungkin lokasinya sangat strategis tepat jalan a yani parkir mobil luas bikin nyaman parkir duduk pun banyak enak rame rame sini playground anak anak,"['makan', 'sangat', 'jarang', 'sepi', 'mungkin', 'lokasinya', 'sangat', 'strategis', 'tepat', 'jalan', 'a', 'yani', 'parkir', 'mobil', 'luas', 'bikin', 'nyaman', 'parkir', 'duduk', 'pun', 'banyak', 'enak', 'rame', 'rame', 'sini', 'playground', 'anak', 'anak']","['makan', 'sangat', 'jarang', 'sepi', 'mungkin', 'lokasi', 'sangat', 'strategis', 'tepat', 'jalan', 'a', 'yani', 'parkir', 'mobil', 'luas', 'bikin', 'nyaman', 'parkir', 'duduk', 'pun', 'banyak', 'enak', 'rame', 'rame', 'sini', 'playground', 'anak', 'anak']",positif
birthday dewasa pun ok,birthday dewasa pun ok,"['birthday', 'dewasa', 'pun', 'ok']","['birthday', 'dewasa', 'pun', 'ok']",positif
kalau malming kesini sumpah rame banget,kalau malam minggu kesini sumpah rame sekali,"['kalau', 'malam', 'minggu', 'kesini', 'sumpah', 'rame', 'sekali']","['kalau', 'malam', 'minggu', 'kesini', 'sumpah', 'rame', 'sekali']",positif
dua kasir satu melayani pembeli biasa satunya pesen onlineojol cuman bakal ngelayanin pembelian on the stop kayak kasir satunya kalau pesanan gofoodgrabfood sudah dilayani,dua kasir satu melayani pembeli biasa satunya pesen onlineojol cuman bakal ngelayanin pembelian on the stop kayak kasir satunya kalau pesanan gofoodgrabfood sudah dilayani,"['dua', 'kasir', 'satu', 'melayani', 'pembeli', 'biasa', 'satunya', 'pesen', 'onlineojol', 'cuman', 'bakal', 'ngelayanin', 'pembelian', 'on', 'the', 'stop', 'kayak', 'kasir', 'satunya', 'kalau', 'pesanan', 'gofoodgrabfood', 'sudah', 'dilayani']","['dua', 'kasir', 'satu', 'layan', 'beli', 'biasa', 'satu', 'sen', 'onlineojol', 'cuman', 'bakal', 'ngelayanin', 'beli', 'on', 'the', 'stop', 'kayak', 'kasir', 'satu', 'kalau', 'pesan', 'gofoodgrabfood', 'sudah', 'layan']",netral
ngantri bisa sampek setengah jam,antre bisa sampek setengah jam,"['antre', 'bisa', 'sampek', 'setengah', 'jam']","['antre', 'bisa', 'sampek', 'tengah', 'jam']",netral
makan ayamnya selalu enak ahahaha berhubung udah malem gak makan nasi,makan ayamnya selalu enak ahahaha berhubung udah malem tidak makan nasi,"['makan', 'ayamnya', 'selalu', 'enak', 'ahahaha', 'berhubung', 'udah', 'malem', 'tidak', 'makan', 'nasi']","['makan', 'ayam', 'selalu', 'enak', 'ahahaha', 'hubung', 'udah', 'malem', 'tidak', 'makan', 'nasi']",positif
terus minum mocha boba biasa rasanya,terus minum mocha boba biasa rasanya,"['terus', 'minum', 'mocha', 'boba', 'biasa', 'rasanya']","['terus', 'minum', 'mocha', 'boba', 'biasa', 'rasa']",netral
suasana tdk terlalu penuh minggu,suasana tidak terlalu penuh minggu,"['suasana', 'tidak', 'terlalu', 'penuh', 'minggu']","['suasana', 'tidak', 'terlalu', 'penuh', 'minggu']",netral
refill saos cabai terlambat,refill saos cabai terlambat,"['refill', 'saos', 'cabai', 'terlambat']","['refill', 'saos', 'cabai', 'lambat']",negatif
toilet cuci tangan kotor,toilet cuci tangan kotor,"['toilet', 'cuci', 'tangan', 'kotor']","['toilet', 'cuci', 'tangan', 'kotor']",negatif
pelayanan cukup cepat dibandingkan kfc lokasi lain,pelayanan cukup cepat dibandingkan kfc lokasi lain,"['pelayanan', 'cukup', 'cepat', 'dibandingkan', 'kfc', 'lokasi', 'lain']","['layan', 'cukup', 'cepat', 'banding', 'kfc', 'lokasi', 'lain']",positif
sudah pukul 2315 kondisi resto rame tapi hanya handle 1 kasir antri sdh lama banget ditinggal entah kemana,sudah pukul 2315 kondisi resto rame tapi hanya handle 1 kasir antre sdh lama sekali ditinggal entah kemana,"['sudah', 'pukul', '2315', 'kondisi', 'resto', 'rame', 'tapi', 'hanya', 'handle', '1', 'kasir', 'antre', 'sdh', 'lama', 'sekali', 'ditinggal', 'entah', 'kemana']","['sudah', 'pukul', '2315', 'kondisi', 'resto', 'rame', 'tapi', 'hanya', 'handle', '1', 'kasir', 'antre', 'sdh', 'lama', 'sekali', 'tinggal', 'entah', 'mana']",negatif
dapat free ayam dada krn downlod aplikasi eh kasih ayam pentungan aku beli ayam minta dada kasi pentungan kebacaut,dapat free ayam dada karena downlod aplikasi eh kasih ayam pentungan aku beli ayam minta dada kasi pentungan kebacaut,"['dapat', 'free', 'ayam', 'dada', 'karena', 'downlod', 'aplikasi', 'eh', 'kasih', 'ayam', 'pentungan', 'aku', 'beli', 'ayam', 'minta', 'dada', 'kasi', 'pentungan', 'kebacaut']","['dapat', 'free', 'ayam', 'dada', 'karena', 'downlod', 'aplikasi', 'eh', 'kasih', 'ayam', 'pentung', 'aku', 'beli', 'ayam', 'minta', 'dada', 'kasi', 'pentung', 'kebacaut']",netral
kalau siang bukan hari libur lumayan solo nugas ngga seberapa rame minusnya ngga banyak nyediakan colokan charge laptop ruangannya dingin menu oke waktu kesini beli mocca float masih normal isinya pertahankan ya,kalau siang bukan hari libur lumayan solo nugas tidak seberapa rame minusnya tidak banyak nyediakan colokan charge laptop ruangannya dingin menu oke waktu kesini beli mocca float masih normal isinya pertahankan ya,"['kalau', 'siang', 'bukan', 'hari', 'libur', 'lumayan', 'solo', 'nugas', 'tidak', 'seberapa', 'rame', 'minusnya', 'tidak', 'banyak', 'nyediakan', 'colokan', 'charge', 'laptop', 'ruangannya', 'dingin', 'menu', 'oke', 'waktu', 'kesini', 'beli', 'mocca', 'float', 'masih', 'normal', 'isinya', 'pertahankan', 'ya']","['kalau', 'siang', 'bukan', 'hari', 'libur', 'lumayan', 'solo', 'nugas', 'tidak', 'berapa', 'rame', 'minus', 'tidak', 'banyak', 'nyediakan', 'colok', 'charge', 'laptop', 'ruang', 'dingin', 'menu', 'oke', 'waktu', 'kesini', 'beli', 'mocca', 'float', 'masih', 'normal', 'isi', 'tahan', 'ya']",positif
cocok dgn hidangan pelayanan profesional suka ice cont anak2 industritempejtvsctvrahmanmarcieto,cocok dengan hidangan pelayanan profesional suka ice cont anak2 industritempejtvsctvrahmanmarcieto,"['cocok', 'dengan', 'hidangan', 'pelayanan', 'profesional', 'suka', 'ice', 'cont', 'anak2', 'industritempejtvsctvrahmanmarcieto']","['cocok', 'dengan', 'hidang', 'layan', 'profesional', 'suka', 'ice', 'cont', 'anak2', 'industritempejtvsctvrahmanmarcieto']",positif
kfc ayani bodoh resto lain pagi udah buka cuan cuan jam 8 atau 9 pagi masih tutup wkwkwk tapi emang kfc a yani terkenal malas orang2nya sudah cerita lama,kfc ayani bodoh resto lain pagi udah buka cuan cuan jam 8 atau 9 pagi masih tutup wkwkwk tapi emang kfc a yani terkenal malas orang2nya sudah cerita lama,"['kfc', 'ayani', 'bodoh', 'resto', 'lain', 'pagi', 'udah', 'buka', 'cuan', 'cuan', 'jam', '8', 'atau', '9', 'pagi', 'masih', 'tutup', 'wkwkwk', 'tapi', 'emang', 'kfc', 'a', 'yani', 'terkenal', 'malas', 'orang2nya', 'sudah', 'cerita', 'lama']","['kfc', 'ayan', 'bodoh', 'resto', 'lain', 'pagi', 'udah', 'buka', 'cuan', 'cuan', 'jam', '8', 'atau', '9', 'pagi', 'masih', 'tutup', 'wkwkwk', 'tapi', 'emang', 'kfc', 'a', 'yani', 'kenal', 'malas', 'orang2nya', 'sudah', 'cerita', 'lama']",negatif
masa new normal kfc terbilang cukup ramai banyak berubah mungkin karna baru kesini lagi mesin debitcreditnya bermasalah mohon segera diperbaiki so far so good kok,masa new normal kfc terbilang cukup ramai banyak berubah mungkin karna baru kesini lagi mesin debitcreditnya bermasalah mohon segera diperbaiki so far so good kok,"['masa', 'new', 'normal', 'kfc', 'terbilang', 'cukup', 'ramai', 'banyak', 'berubah', 'mungkin', 'karna', 'baru', 'kesini', 'lagi', 'mesin', 'debitcreditnya', 'bermasalah', 'mohon', 'segera', 'diperbaiki', 'so', 'far', 'so', 'good', 'kok']","['masa', 'new', 'normal', 'kfc', 'bilang', 'cukup', 'ramai', 'banyak', 'ubah', 'mungkin', 'karna', 'baru', 'kesini', 'lagi', 'mesin', 'debitcreditnya', 'masalah', 'mohon', 'segera', 'baik', 'so', 'far', 'so', 'good', 'kok']",positif
